firma,street,plz,city,country,country_code,local_phone_number,anrede,vorname,nachname
Rebstock,Rorschacherstrasse 95,9450,Altstätten,CH,41,717552322,,,
Rechtsanwälte Hofmann & Beck,Zehntstr. 22 ,97421,Schweinfurt,DE,49,972172850,,,
Rechtsanwältin Martina Wolter,Löwenwall 6 ,38100,Braunschweig,DE,49,53140191,,,
Rechtsanwältin Zeliha Evlice,Südfeldstraße 4,32602,Vlotho,DE,49,57339949855,Frau,Zeliha ,Evlice
Reckers & Griesbach GmbH,Alfred-Herrhausen-Allee 3 ,65760,"Eschborn, Taunus",DE,49,1752356076,Herr,,
Reformhaus Escher,Bahnhofstraße 22,67227,Frankenthal,DE,49,62339252,,,
regalwelt GmbH,Werrestr. 121 ,32049,Herford,DE,49,52211224936,Herr,Andre,Gronemeier
Regina Arndt,Am Werbellinkanal 36 ,16244,Schorfheide,DE,49,3335256,,,
Regio Augsburg Tourismus GmbH,Schießgrabenstraße 14,86150,Augsburg,DE,49,8215020730,,,
Reifen und KFZ-Service Ott GmbH,Mainzer Str. 278 ,53179,Bonn,DE,49,228345355,,,
Reifenservice Matzen e.K.,Umspannwerk 153 ,22844,,DE,49,4053535362,,Herr Matzen,
Reim Modellbau,Dr.-Bachl-Str. 3 ,84347,Pfarrkirchen,DE,49,85619865299,,,
Reinartz Fahrzeugtechnik GmbH,Alter Kirchenweg 1,22844,Norderstedt,DE,49,24239046160,Herr,Christoph,Reinartz
Reinel Immobilien GmbH,Karolinenstr. 8 ,99817,"Eisenach, Thüringen",DE,49,36918803939,Herr,André,Reinel
Reinhard Lauber,Mackensenstr. 49a ,48599,Gronau (Westfalen),DE,49,2562718672,,,
Reinhard Miegel Zimmerei,Katharinenstr. 35 E ,15749,Mittenwalde,DE,49,3376420435,,,
Reinhard Peez,Zum Ellenborn 32 ,57399,Kirchhundem,DE,49,27233657,,,
Reinhardt Sanierungsteam das handwerk 24 Team,Dr.-Heinrich-Jasper-Straße 107,38304,Wolfenbüttel,DE,49,1784633569,,,
Reinhold Ginzler,Kölnstr. 13 ,50321,Brühl,DE,49,223242172,,,
Reinigung-Saar, ,,,DE,49,41096510,,,
reinigungsprofi-bw,Hauptstraße 27,75228,Ispringen,DE,49,17670104964,,,
Reinigungsservice Andrian Ibala,Julius-Leber-Straße 34,45472,Mülheim an der Ruhr,DE,49,17657866255,,,
Reinigungsteam Walter,Wolkertshofener Straße 11,85114,Buxheim,DE,49,84583691360,,,
Reinland Gebäude-Dienst,Böningstraße 139,41239,Mönchengladbach,DE,49,15208750348,,,
Reisen nach Plan,Klosterlohne 14 ,26524,Hage,DE,49,319755610,,,
Reisenauer & Co. GmbH,Franz-Mai-Straße 1,66121,Saarbrücken,DE,49,68199832333,,Regina Reisenauer,
Reiser-Meyerweissflog,Braugasse 4 ,97486,Königsberg,DE,49,95251863,,,
Reissing Klaus Meisterbetrieb KFZ-Werkstätte,Werderstr.  51A,44628,Herne,DE,49,2323983683,,,
Reitstall Kannenberg,Pappelweg 7A,31311,Uetze,DE,49,1711432252,,,
REKORD Fenster Gunskirchen,Nelkenstraße 12,4623,Gunskirchen,AT,43,724620388,,,
Religiöse Gemeinschaft Neuapostolische Kirche Süddeutschland K.d.ö.R.,Seestr. 5/1 ,74405,Gaildorf,DE,49,7971977703,,,
Renate Zweers Fußpflege und Kosmetik,Memelstr. 22 ,32756,Detmold,DE,49,523124169,,,
Rene Böhres,Bahnhofstr. 13 ,55270,Ober-Olm,DE,49,61367666986,,,
Rene's Autoteile,Doktor-Hans-Bachmann-Straße 28,6250,Kundl,AT,43,6601582864,,,
Rent a Rita Inh. Katja Herbst Cocktailservice,Körtestr. 3 ,10967,Berlin,DE,49,3069599755,,,
Rental-Station Fahrradverleih Sellin,Parkstraße 2 ,18586,Sellin,DE,49,3830386655,,,
ReqPOOL Deutschland GmbH,Aßmannshauser Str. 11 ,14197,Berlin,DE,49,3039877628,Herr,Jakob,Straßer
Residenz Seepark Ostseebad Sellin,Reembusch 31a ,22179,Sellin,DE,49,4064224589,Frau,Gabriele,Wohlert
Restaurant & Pizzeria Militärgarten,Horwerstrasse 79,6005,Luzern,CH,41,3103838,,,
Restaurant Abseits,Matthias-Erzberger-Straße 1,45309,Essen,DE,49,20155793390,,,
Restaurant Alverdes GmbH,Stromstraße 10 b ,10555,Berlin,DE,49,303942978,,,
Restaurant Bahnhof Riedbach,Bottigenstrasse 391,3020,Bern,CH,41,319261088,,,
Restaurant Bar Romantica,Allmendstrasse 8,2562,Port,CH,41,323315655,,,
Restaurant Burgschenke / Kaiser & Flick Gastronomie,Auf der Wachenburg ,69469,Weinheim,DE,49,62018462617,,,
Restaurant Café Rohrspatz,Hauptstrasse 42,5032,Aarau,CH,41,628227480,,,
Restaurant Dägerlohn,Dägerlohn 1,6473,Silenen,CH,41,8831127,,,
Restaurant dalla Punt,Tgaglias 2,7454,Rona,CH,41,786212050,,,
Restaurant die Pfeffermühle,Kanalstr. 31 ,63619,Bad Orb,DE,49,60524500,,,
Restaurant Diskothek Novel Eventhaus,Schwanheimer Str. 142 ,64625,Bensheim,DE,49,62518694418,,,
Restaurant Falafelstern Arabischer Imbiss,Schanzenstr. 111 ,20357,Hamburg,DE,49,405522276,,,
Restaurant Felder-Schenke,Feld 13 ,88289,Waldburg,DE,49,75297446,,,
Restaurant Gaessli,Oberhusgässli 2,6404,Greppen,CH,41,3903444,,,
Restaurant Imfeld,Zer Brigge 2,3996,Binn,CH,41,279714596,,,
Restaurant La Fontanella,Trogenerstrasse 61,9450,Altstätten,CH,41,717551111,,,
Restaurant Lickei,Bründlsberggasse 14 ,83246,Unterwössen,DE,49,8641975799,,,
Restaurant Melodie Heinz Schwery,Bahnhofstrasse 7,3900,Brig-Glis,CH,41,765363435,,,
Restaurant Nemrut Restaurant,Mauerstr. 69 ,52064,Aachen,DE,49,2419515343,,,
Restaurant Obradovic,Nordstr. 303 ,28217,Bremen,DE,49,42164918221,,,
Restaurant und Kaffee zur Tanne,Gliserallee 166,3902,Brig-Glis,CH,41,279238636,,,
Restaurant Viamala,Pantunweg 3,7430,Thusis,CH,41,816512472,,,
Restaurant Vivre,Wittbräucker Str. 565 ,44267,Dortmund,DE,49,231880500,,,
Restaurant Zafferano,Limmatquai  54,8001,Zürich,CH,41,442723322,,,
Restaurant zur Brunnenstube,Hauptstr. 9 ,54429,Mandern,DE,49,658999030,,,
ResthofExperte,Bahnhofstraße 52,24217,Schönberg,DE,49,1727749975,,,
RGS Mochi,Arendsstraße 57,63075,Offenbach am Main,DE,49,17631616666,,,
Richert Associates GmbH & Co. KG,Ritterlandweg 53 ,13409,Berlin,DE,49,302888408514,Frau,Anja Martina,Semmelroth
RIEF SCHORNSTEINTECHNIK GMBH,Bahnhofstraße 4,22885,Barsbüttel,DE,49,4081996834,,,
Rieker Shop Inh. Jörg Müller,Eisenbahnstraße 22,66424,Homburg,DE,49,68411406,,,
Rieß GbR,Am Bahndamm 8 ,95503,Hummeltal,DE,49,92019186223,Herr,Frank,Rieß
Rina Gebäudeservices,Von-Brentano-Straße 20,63073,Offenbach am Main,DE,49,1742409706,,,
Ristorante Pizzeria Pane e Vino,Kissinger Straße 48,97720,Nüdlingen,DE,49,9717859199,,,
Ristorante Pizzeria Weisses Kreuz,Furrengasse 19,6004,Luzern,CH,41,4188220,,,
Ristorante-Levante,Damaschkestraße 2 ,97421,Schweinfurt,DE,49,972186257,,,
Rittelmann Fotografie - Studio Unterwerk,Sulzer Str. 43 ,68229,Mannheim,DE,49,621472076,,,
Rizzuti KFZ-Sachverständigenbüro,Bahnstraße 41 ,42781,Haan,DE,49,1624555242,,,
Road Stop Cafe,Ischmattstrasse 31,4573,Lohn-Ammannsegg,CH,41,326770210,,,
Robert Asam,Neufeldstr. 17 ,85232,Bergkirchen,DE,49,81313333900,,,
Robert Jeck,Kalterer Str. 29 ,64646,Heppenheim (Bergstraße),DE,49,6252795234,,,
Robert Welker,Eichelsheimer Str. 24a ,68163,Mannheim,DE,49,621833440,,,
Robert Wilhelm Fahrschule,Eifelweg 8 ,73527,Schwäbisch Gmünd,DE,49,717167445,,,
ROHN Lammfell Natur Shop,Kaiserstraße 25e ,51545,Waldbröl,DE,49,22919158915,,,
Rohr & Kanalreinigung Rolf Wedekind,Rheinstr. 7 /9 ,45663,Recklinghausen,DE,49,23619604874,,,
Rohr- und Kanalreinigung - Hausmeisterservice Heinz Schmitz,Hauptstr. 120 ,53797,Lohmar,DE,49,22462639,,,
Rohrbach-Träff,Adelbodenstrasse 218,3724,Frutigen,CH,41,336711477,,,
Röhrl Consulting e.K.,Aussiger Straße 19 ,93197,Zeitlarn,DE,49,17668426688,,,
Roland Felder Offsetdruck GmbH,Straßburger Str. 43 ,77866,Rheinau,DE,49,7844992650,Frau,,Felder
Roland Weihreter,Sibeliusstr. 12a ,90491,Nürnberg,DE,49,9115441481,,,
Rolf Thaler Elektromeister,Schillerstr. 15 ,71336,Waiblingen,DE,49,7146860466,,,
Rolladen Markisen Xhehdet Shala, ,85055,,DE,49,84199394310,,,
"Rollladenbau,RollMos GmbH, Insektenschutz , RolladenreparaturZubehör",Pechhüttenstraße 1,67105,Schifferstadt,DE,49,62359252620,,,
Romain Weckel,Hauptstr. 17 ,25572,Büttel,DE,49,485818120,,,
Romey Baustoffwerke GmbH & Co. KG,Sandusweg 11,35435,Wettenberg,DE,49,641982570,,,
Ronald Braumann,Mozartstr. 11 ,65232,Taunusstein,DE,49,612823530,,,
Ronis Pizzahaus,Marienstraße 2,32791,Lage,DE,49,52327999077,,,
RoomStone Ellern GmbH,Schonnebeckhöfe 134,45309,Essen,DE,49,67619653000,Herr,Heinrich Werner,Ochs
rosi,Weberstraße 18,45879,Gelsenkirchen,DE,49,15752659736,,,
Rosselli Immobilien,Rudolfplatz 4 ,38118,Braunschweig,DE,49,53112295925,,,
Rostocker Reinigungsservice Holger Trost,Alte Warnemünder Chaussee 24 ,18109,Rostock,DE,49,3814006435,,,
Route 66,Am Lierzfeld 14 ,40670,Meerbusch,DE,49,15737622591,,,
Royal Security GmbH,Birker Str. 31 ,53797,"Lohmar, Rheinland",DE,49,22469156817,Herr,Ralf,Engel
RSV Germania 03 e.V. Pfungstadt - Home,Odenwaldstr. 46 ,64372,Ober-Ramstadt,DE,49,61541779,,,
RUBIO MONOCOAT Deutschland GmbH,Wiesengrund 15 ,38173,"Veltheim, Ohe",DE,49,53053990099,Herr,Sebastian,Fischer
Rückl-Schick Sanitätshaus Orthopoint GbR,Kreuzsteinstr. 30 ,95028,Hof,DE,49,92811441377,,,
Rüdebusch H. H. Fahrschule,Leonhardstr. 53 ,38102,Braunschweig,DE,49,53170140779,,,
Rudi Bonna,Preiler Ring 13 ,25774,Lehe,DE,49,4882605123,,,
Rüdiger Damm Malerbetrieb,Brucknerstr. 84 ,64291,Darmstadt,DE,49,61506048,,,
Rüdiger Innig und Marcel Köllner Fliesen - Platten- und Mosaikleger,Winkelstr.  101,45966,Gladbeck,DE,49,20433785327,,,
Rüdiger Schestag,Wendelinstr. 18 ,70327,Stuttgart,DE,49,7112686644,,,
Rüdiger Weckerle,Bleicherstr. 10 ,78467,Konstanz,DE,49,75312844240,,,
Rudolf Borchers Bauingenieur,Grabauer Weg 1 ,22417,Hamburg,DE,49,405370814,,,
Rudolf Weber Gebäudereinigung und Gebäudedienste GmbH & Co. KG,Bleicherfeldstraße 65,33689,Bielefeld,DE,49,5205904311,,,
Rudolf Wirth,Münchner Str. 9 ,85452,Moosinning,DE,49,8123991860,,,
Rund um`s Haus,Am Berg 3B ,99310,Alkersleben,DE,49,36200733963,,Rund um`s Haus,
"Rund ums Haus, aus einer Hand.",Franz-Konrad-Str. 75 ,73527,Schwäbisch Gmünd,DE,49,1713271029,,,
Rüya Bistro Café,Hohenzollernstraße 32,45888,Gelsenkirchen,DE,49,1784064131,,,
S & W Werbetechnik GbR,Liebfrauenstr. 1 ,63691,Ranstadt,DE,49,60419605055,,,
S-Net GmbH,Auf dem Berge 91 ,99610,Großbrembach,DE,49,36178925990,Herr,Henrik,Schröter
S. Döbbelin,Am Deichwall 20,39126,Magdeburg,DE,49,391500375,,,
S. Schuchardt Dentallabor,Friebelstr. 34 ,1219,Dresden,DE,49,3514706720,,,
S&G Projektbau GmbH,Leopoldstr. 2 ,32051,Herford,DE,49,52218729115,,Bernardo,Schmitt
SaalTel Telekom Partner Shop Sonneberg,Karlstraße 4 ,96515,Sonneberg,DE,49,3675801691,,,
SABA Gebäudereinigung Mainz,Feldbergstraße 39,55118,Mainz,DE,49,61314648730,,,
Sabine Hild,Äderlingstr. 27 ,73642,Welzheim,DE,49,71823686,,,
Sabine Kroschinski,Otto-Wels-Str. 19,27793,Wildeshausen,DE,49,4431707007,,,
Sabine Nieländer,Hellweg 388 ,32791,Lage,DE,49,52326966039,,,
Sabine Santo,Stefanienstraße 1,77948,Friesenheim,DE,49,7821921390,,,
Sächsische Weinstraße,Postaer Str. 17A ,1796,Pirna,DE,49,3521763521,,,
Sadak Imbiss,Dornierstraße 3,82178,Puchheim,DE,49,15737979492,,,
Sahin Grill,Friedensstr. 25 ,58239,Schwerte,DE,49,23049660647,Herr,,Sahin
Sahle Wohnen Kundencenter,Florastr. 38a ,42553,Velbert,DE,49,2053504436,,,
Saka bonka,Wacholderweg 37,49843,Uelsen,DE,49,8171551148,,,
Salleck und Partner,Spardorfer Str. 26 ,91054,Erlangen,DE,49,91319747990,,,
Salloum Logistics GmbH,Pontwert 33 ,47059,Duisburg,DE,49,20334859615,Herr,Walid,Salloum
Salon Englich,Zoppoter Str. 11 ,14199,Berlin,DE,49,308234720,,,
Salus-Praxis Gesundheitszentrum Postcarré,Friedensallee 10,6406,Bernburg (Saale),DE,49,3471344890,,,
Sam Entrümpelungslösungen,Maastrichter Straße 3,50171,Kerpen,DE,49,1785245132,,,
Samariter Stiftung Nürtingen,Jahnstraße 10-12 ,73431,Aalen,DE,49,7361564182,,,
Sammeltruhe Patrick Tandler,Gießener Straße 5 ,35581,Wetzlar,DE,49,64412049041,,Patrick ,Tandler
San Pio,Bonländer Hauptstraße 62,70794,Filderstadt,DE,49,71112373285,,,
Sanctum,Rosenthaler Str. 49 ,10178,Berlin,DE,49,3024048241,,,
Sandelmühle,63452,63452,Hanau,DE,49,61814349700,,,
Sanitätshaus Kern Idstein GmbH,Neukirchner Str. ,65510,Hünstetten,DE,49,61269517930,,Martina,Kern
Sattler Zweiradservice,Böhringerstraße 62,70435,Stuttgart,DE,49,711874713,,,
Sattlerei Völker,Am Sportplatz 4,36167,Nüsttal,DE,49,15168809933,,,
Sauberland Textilreinigung,Graben 29 ,99423,"Weimar, Thüringen",DE,49,36435299952,,,
Saumis Laubsägearbeiten,Hofstatt 26,4223,Katsdorf,AT,43,67761313405,,,
Saunabedarf Achatz GmbH,Mühlenweg 4 ,93444,Bad Kötzting,DE,49,99414009504,Herr,Christian,Achatz
save waste GmbH,Rathausgasse 1 ,79336,"Herbolzheim, Breisgau",DE,49,76439348890,Herr,Martin,Berger
Savran Transporte,Heuchelbergstraße 44/3,74080,Heilbronn,DE,49,7131380649,,,
SB Metall-Glasbau GmbH,Gründelstr. 15 ,2782,Seifhennersdorf,DE,49,3586799900,Herr,Stefan,Bergmann
SB Möbel Boss,Glöcknerpfad  33,34134,Kassel,DE,49,561940750,,,
SB-Bäckerei,Kirschenallee 27,47443,Moers,DE,49,28419983440,,,
SB-Lagerhaus (Griesheim und Mainz),Hauptstraße 17-19,55120,Mainz,DE,49,61311434250,,,
Schädlingsbekämpfung Karsten Schibilla,Mallinckrodtstraße 320,44147,Dortmund,DE,49,23198683052,,,
Schäfer A-Z Bau GmbH,Kurt-Schumacher-Str. 82 ,45881,Gelsenkirchen,DE,49,15730865138,Herr,Alexander,Schäfer
Schäfer's Brot- und Kuchen Spezialitäten GmbH,Kärrnerstr. ,4288,Leipzig,DE,49,3429748020,,,
Schalax Logistik GmbH,Wilhelmstr. ,95100,Selb,DE,49,92879989582,Herr,,
Schaumberg Invest GmbH,Roonstr. 26 ,95028,"Hof, Saale",DE,49,92818218005,Herr,Ralf,Schaumberg
Schawarma abu Jalal,Mittelbachstraße 23,73430,Aalen,DE,49,5544211800,,,
Scheidemantel GmbH & Co. KG,Darmstädter Straße 11 ,65474,Bischofsheim,DE,49,6144338250,,,
Scherdel Erlangen GmbH & Co. KG,Am Hafen 18 ,91056,Erlangen,DE,49,913179750,Herr,Thomas,Heinl
Schick Schick Inh. Ayad Abdulatif,Große Straße 75,24937,Flensburg,DE,49,46150097370,,,
Schimmeck Gmbh,Nußbaumstraße 101,42699,Solingen,DE,49,21260665,,,
Schirmann Raum-Design,Eulenkrugstr. 65 ,22359,Hamburg,DE,49,4060901363,,,
Schloßberg - Cafe,Schlossbergstraße 72 ,76857,Ramberg,DE,49,63459496911,,,
Schlosscafe,Schillerplatz 6 ,70173,Stuttgart,DE,49,711628815,,,
Schlüsseldienst de Groot,Immendorfer Hauptstraße 15,50997,Köln,DE,49,22363879645,,,
SCHLÜSSELDIENST DORTMUND,Boldtstr. 10 ,44147,Dortmund,DE,49,23139083687,,,
Schlüsseldienst Lichterfelde,Goerzallee 299,14167,Berlin,DE,49,1739324923,,,
Schlüsseldienst Quack,Auf der Schies 19,66557,Illingen,DE,49,6825941401,,,
"Schlüsselnotdienst Oldenburg Autoschlüsselservice ,Messer& Scherenschleiferei",Alexanderstraße 276,26127,Oldenburg,DE,49,17623203945,,,
Schmidt Willy Dr. Druckerei GmbH & Co. KG,Saarstr. 20 ,76532,Baden-Baden,DE,49,722150690,,,
Schneck Dekor,Weinbrennerstr. 31 ,76185,Karlsruhe,DE,49,17620721967,,,
Schneider Co. GmbH,Fritz-Reuter-Weg 4 ,24229,Dänischenhagen,DE,49,4349913500,,,
Schnellimbiß Ali Pacino,Hochstr. 40 ,45964,Gladbeck,DE,49,20439459222,,,
schnitt & farbe Ute Butenholz,Asper Str. 6 ,32108,Bad Salzuflen,DE,49,52223853115,,,
Schnitt-Art Friseur,Feldbergstraße 44,79650,Schopfheim,DE,49,76229037802,,,
Schnitzlland,Eggersdorfer Straße 7,3300,Amstetten,AT,43,747225845,,,
Schöbau,Zum Quellenpark 29 ,65812,Bad Soden am Taunus,DE,49,61965615364,,,
Schöne Gärten und Landschaftsbau,Nikolsdorfer Weg 7,1796,Pirna,DE,49,3501782993,,,
Schreib's auf,Herzog-Wilhelm-Straße 33 ,82297,Steindorf,DE,49,82029050457,,,
Schreinerei Backes U. GmbH,Sittarder Str.  20,41748,Viersen,DE,49,15253657838,,,
Schreinerei Chylla - Werkstatt,Kleinkarolinenfeld 3a,85653,Aying,DE,49,8095875909,,,
Schröder Bauzentrum GmbH Ludwigslust & Co. KG,Fliederweg 3 ,19288,Ludwigslust,DE,49,387442090,,,
Schröder Büroorganisation Eberhard Schröder,Weidentalstr. 35 ,1157,Dresden,DE,49,3514215521,,,
Schuh Meyer,Marktstraße 33,37671,Höxter,DE,49,527197720,,,
Schuhhaus dielmann,Am Ziegelturm 4 ,63571,Gelnhausen,DE,49,60518859739,,,
Schuhhaus Freitag,Neue Str. 12 ,74523,Schwäbisch Hall,DE,49,7916244,,,
Schuhmachermeister Bernd Nobis Standort Passage-Bischofsnadel,Am Wall 169 - 170 ,28195,Bremen,DE,49,421985043711,,,
Schumann Holzbau Holzrahmenbau,Douglasstr. 32 ,14193,Berlin,DE,49,1749358373,,,
SCHUNK GmbH & Co. KG Dario Tuccillo,75181,75181,Pforzheim,DE,49,72314404937,,,
Schürmann Fußpflege,Altenessener Str. 333 ,45326,Essen,DE,49,201351219,,,
Schuster Hans,Werftstraße 1,30163,Hannover,DE,49,5114506124,,,
Schuster Weinvertriebs GmbH Weinhandel,Frankfurter Str. 348 ,34134,Kassel,DE,49,561108606,,,
Schützengesellschaft Brombach, ,,Lörrach,DE,49,762151087711,,,
Schützenhof Restaurant,Am Schützenhof 1,49610,Quakenbrück,DE,49,54312250,,,
Schwarz Plastic Solutions GmbH,Carl-Benz-Str. 18 ,82205,Gilching,DE,49,81057723163,Frau,Petra,Schwarz
Schwarzer Adler,Wolfegger Straße 11,88250,Weingarten,DE,49,7515578007,,,
SCOOPEX GmbH,Lukasstr. 20 ,52070,Aachen,DE,49,24189438376,Herr,Lars,Leuchter
Sebastian Wischkony,An der Pohlitzer Mühle 1 ,15890,Siehdichum,DE,49,33647713820,,,
See You in Istra!,Agnesstraße 9 ,80000,München,DE,49,9518680150,Herr,,Saenger
Seestern Immobilien,Friedenstr. 63 ,23554,Lübeck,DE,49,45180709994,,,
Segel-Klinik,Seiboldstraße 37 ,86911,Dießen am Ammersee,DE,49,88072066963,,Segel-Klinik,
Seibel Malerbetrieb,Volcanusweg 1,93055,Regensburg,DE,49,1702787979,,,
Seiris GmbH,Nordpark ,40724,Hilden,DE,49,2103908880,Herr,Isan,Birinci
SEJA Hausmeister Service rund ums Haus,Heinrich-Lemberg-Str. ,45472,Mülheim an der Ruhr,DE,49,15734724137,,,
SELB Engineering GmbH,Hans-Grüninger-Weg 11 ,71706,Markgröningen,DE,49,62629250090,Herr,Mirsad,Selb
Selma Uelkue Friseur,Pfarrhausstr. 17 ,70563,Stuttgart,DE,49,7113418410,,,
Seniorenheim der Caritas St. Josef,Hauptstr. 26 ,85095,"Denkendorf, Oberbayern",DE,49,846690440,,,
Seniorenzentrum St. Elisabeth,Seminarstraße 9 ,97702,Münnerstadt,DE,49,97327886100,Herr,Marco,Schäfer
Service-Zentrum Duitsmann GmbH, ,24768,,DE,49,433146770,,,
Setteles Schwabenküche,Brückenstr. 3 ,89231,Neu-Ulm,DE,49,1713155543,,,
Seven solutions,Frankenstr. 10 ,20097,Hamburg,DE,49,402388180,,,
SH Facilitymanagement,Am Kempschen Weg 84 ,47804,Krefeld,DE,49,17643295282,,,
SH florale Ideen,Nonnenbergstraße 32,99974,Mühlhausen/Thüringen,DE,49,36018867862,,,
Shanghai Küche,Limburger Str. 13 ,50672,Köln,DE,49,22125898882,,,
Shiatsu-Balance,Wiesenstr. 50 ,23730,"Neustadt, Schleswig-Holstein",DE,49,45129016169,,,
Shirthouse Stores GmbH,Höpfigheimer Str. 19 ,74321,Bietigheim-Bissingen,DE,49,7142592350,Herr,Mathias,Eggle
Shop-Restaurant Bergfreund,Fiescheralp 61,3984,Fiesch,CH,41,275271227,,,
shopmontagen,Antonstraße 2 ,1097,Dresden,DE,49,1729970940,,,
Shpejtim Gashi,Böckinger Str. 130 ,74078,Heilbronn,DE,49,71313902645,,,
Shred Rack GmbH,Bucheckerweg 41 ,83313,Siegsdorf,DE,49,17620829077,,,
Sibylle Franz,Oodwai 2 ,25946,Norddorf Auf Amrum,DE,49,4682657,,,
Siegfried Abts,Lindenplatz 7 ,50129,Bergheim,DE,49,218382451,,,
Siegfried Dönges,Freiherr-vom-Stein-Str. 20 ,35216,Biedenkopf,DE,49,64615245,,,
Siegfried Hundhammer,Oberndorf 8 ,83125,Eggstätt,DE,49,80569210,,,
Simic Deutschland GmbH,Fritz-Vomfelde-Str. 6 ,40547,Düsseldorf,DE,49,21130234825,Frau,Marianna,Ginola
Simone Metz,Hauptstraße 74,35745,Herborn,DE,49,2772582522,,,
Sinnesrausch Restaurant GmbH,Georg-Friedrich-Dentzel-Str. 11 ,76829,Landau in der Pfalz,DE,49,63419958320,Herr,Marcel,Lellig
Sirin Döner,Grunerstraße 20,10179,Berlin,DE,49,17617740405,,,
Sirwan Kfz- & Hobbywerkstatt,Peliserkerstraße 86,52068,Aachen,DE,49,,,,
SitEmotion GmbH,Raiffeisenstraße 38 ,70794,Filderstadt,DE,49,71112150767,,,
Sivatharshika Ketheswarathas,Fasanenweg 3 ,51647,Gummersbach,DE,49,15229512228,,PRIVAT,
Sivatharshika Ketheswarathas,Fasanenweg 3 ,51647,Gummersbach,DE,49,15229512228,,,
SK Sportwerbeagentur,Alte Ettaler Straße 23A,82496,Oberau,DE,49,8824929657,,,
skin-promotion,Haselbergstraße 17 ,50931,Köln,DE,49,22120657040,,,
SKRIBO Obwexer,Rauterplatz 6,9971,Matrei in Osttirol,AT,43,48756882,,,
SkyDive Klinger,Erfurter Straße 59 ,75365,Calw,DE,49,1729977652,,SkyDive Klinger,
Slim Logistik GmbH & Co. KG,Grafenberger Allee 82 ,40237,Düsseldorf,DE,49,2119682214,,,
Smart Business GmbH,Felix-Wankel-Straße 24 ,53881,Euskirchen,DE,49,1728654198,,,
SmartEnergy Elektrotechnik e.K.,Dorfstraße 94A ,25499,Tangstedt,DE,49,41015383522,,,
Smash Burger & Salatbar Marienstrasse 57,Marienstraße 57,30171,Hannover,DE,49,51137365701,,,
SMD Sanierungs-Management GmbH & Co. KG Niederlassung Köln,Lise-Meitner-Straße 3,50259,Pulheim,DE,49,22349489956,,,
SMF Saar-Mosel-Frost,Weinbergstr. 30 ,54441,Wawern,DE,49,650116780,,,
Snackbar Goody's,Eugen-Jaekle-Platz 2 ,89518,Heidenheim,DE,49,732126361,,,
Soccer Wesel GbR Squash Wesel,Schepersweg 73 ,46485,Wesel,DE,49,52237898768,Herr,,Kasche
Solar Kontor Hamburg,Billhorner Röhrendamm 236,20539,Hamburg,DE,49,17679479189,,,
SoleMio,Schillerstraße 5 ,67165,Waldsee,DE,49,62369329097,,,
Solidaris Unternehmensberatungs-GmbH,Von-der-Wettern-Str. 11 ,51149,Köln,DE,49,22038997500,Herr,Matthias,Hennke
Sollich Gastro GmbH,Ludwig-Jahn-Str. 1 ,23611,Bad Schwartau,DE,49,45188195088,Frau,Heike,Sollich
Solvita GmbH,Bahnhofstraße 8/1 ,89129,Langenau,DE,49,73459332355,,Markus,Greiner
Sonja Munsch PC Dot,Küppersbuschstraße 50 ,45883,Gelsenkirchen,DE,49,20914908580,,,
Sonnengold,Zur Hainbuche 2 ,35043,Marburg,DE,49,64241483,,,
Sonnenhof am Park Senioren- und Pflegeheim,Bremer Straße 2,60323,Frankfurt am Main,DE,49,1734634300,herr,yusuf,
Sonnenpal Energy GmbH,Sonnenstr. 2 ,80331,München,DE,49,8951618900,,,
Sonnenschutz - Markisen - Rollladen Michael Colombier,Kreulstraße 100,90408,Nürnberg,DE,49,91159751363,,,
Sonnenschutz Quast,Gottlieb-Daimler-Straße 12 ,54516,Wittlich,DE,49,65719559950,,,
Sonnleitner Juwelier,Mittergasse 22,8600,Bruck an der Mur,AT,43,386253057,,,
Soon Reinigung GmbH,Opitzstr. 10 ,40470,Düsseldorf,DE,49,21164166530,Herr,Michael,Kortheuer
Sophie House of Beauty,Dürener Str. 353 ,50935,Köln,DE,49,17636363247,,,
Sossenprinz Leipzig,Magdalenenstraße 15,4129,Leipzig,DE,49,15226160078,,,
Souvlaki Bar Braunschweig,Südstraße 18,38100,Braunschweig,DE,49,15679039084,,,
Soziale Betreuungsdienste Osten UG,Hinderpad 1,45525,Hattingen,DE,49,23391219811,,,
Sozialwerk Heilig Kreuz gemeinnützige GmbH,Kreszentiaheimstr. 43 ,84503,Altötting,DE,49,8671927012,Herr,Stefan,Eichinger
SP Fashion GmbH,Im Seelig 17 ,76857,Gossersweiler-Stein,DE,49,63469291516,Frau,Sindy,Braun
Spagi by Marcello,Metzgergasse 8,5000,Aarau,CH,41,628222312,,Fabio Baranzini,
Sparkasse im Landkreis Schwandorf Sparkasse im Landkreis Schwandorf,Nittenauer Str. 1 ,92449,Steinberg am See,DE,49,94317200,,,
Spaßfabrik Lahnstein,Schwarzer Weg 3 ,56112,Lahnstein,DE,49,26279725300,,,
Spedition Klickermann,Am Waggonbau  8,6844,Dessau-Rosslau,DE,49,913499870,,,
Speed Gebäudereinigung,Zietenstr. 8 ,80807,München,DE,49,895708644211,,,
spielend ans Ziel,Steilshooper Str. 85 ,22305,Hamburg,DE,49,4020916556,,,
